access_id,memory_address,operation,cache_result
2229,230,WRITE,HIT
2230,228,WRITE,MISS
2231,229,WRITE,MISS
2232,66,READ,MISS
2233,64,WRITE,MISS
2234,64,WRITE,HIT
2235,63,READ,HIT
2236,63,WRITE,HIT
2237,62,WRITE,HIT
2238,232,READ,HIT
2239,230,WRITE,HIT
2240,229,WRITE,HIT
2241,92,READ,MISS
2242,94,WRITE,MISS
2243,95,WRITE,MISS
2244,90,WRITE,MISS
2245,88,READ,MISS
2246,87,WRITE,MISS
2247,85,WRITE,MISS
2248,87,WRITE,HIT
2249,86,WRITE,MISS
2250,43,WRITE,MISS
2251,180,WRITE,MISS
2252,181,WRITE,MISS
2253,183,READ,MISS
2254,184,WRITE,MISS
2255,163,READ,MISS
2256,163,READ,HIT
2257,164,READ,MISS
2258,166,READ,MISS
2259,119,READ,MISS
2260,119,READ,HIT
2261,121,WRITE,MISS
2262,120,READ,MISS
2263,122,READ,MISS
2264,122,WRITE,HIT
2265,152,READ,MISS
2266,150,READ,MISS
2267,149,WRITE,MISS
2268,147,WRITE,MISS
2269,133,WRITE,MISS
2270,135,WRITE,MISS
2271,135,READ,HIT
2272,135,READ,HIT
2273,109,READ,MISS
2274,111,WRITE,MISS
2275,112,READ,MISS
2276,111,WRITE,HIT
2277,111,WRITE,HIT
2278,110,WRITE,MISS
2279,248,WRITE,MISS
2280,248,WRITE,HIT
2281,246,WRITE,MISS
2282,248,READ,HIT
2283,250,READ,MISS
2284,251,WRITE,MISS
2285,252,WRITE,MISS
2286,189,WRITE,MISS
2287,14,WRITE,MISS
2288,12,WRITE,MISS
2289,219,WRITE,MISS
2290,218,WRITE,MISS
2291,220,READ,MISS
2292,231,WRITE,MISS
2293,231,READ,HIT
2294,229,READ,MISS
2295,231,READ,HIT
2296,231,READ,HIT
2297,233,WRITE,MISS
2298,233,WRITE,HIT
2299,231,READ,HIT
2300,233,READ,HIT
2301,231,WRITE,HIT
2302,231,WRITE,HIT
2303,230,READ,MISS
2304,231,READ,HIT
2305,122,READ,MISS
2306,120,READ,MISS
2307,122,READ,HIT
2308,120,READ,HIT
2309,122,WRITE,HIT
2310,122,READ,HIT
2311,121,READ,MISS
2312,123,READ,MISS
2313,191,WRITE,MISS
2314,192,READ,MISS
2315,192,WRITE,HIT
2316,136,WRITE,MISS
2317,134,READ,MISS
2318,136,WRITE,HIT
2319,49,READ,MISS
2320,226,WRITE,MISS
2321,224,READ,MISS
2322,222,WRITE,MISS
2323,220,WRITE,MISS
2324,219,READ,MISS
2325,218,READ,MISS
2326,220,READ,HIT
2327,218,WRITE,HIT
2328,217,READ,MISS
2329,219,READ,HIT
2330,219,READ,HIT
2331,217,READ,HIT
2332,219,WRITE,HIT
2333,220,READ,HIT
2334,221,WRITE,MISS
2335,223,WRITE,MISS
2336,224,WRITE,HIT
2337,224,READ,HIT
2338,223,WRITE,HIT
2339,109,READ,MISS
2340,111,READ,MISS
2341,109,READ,HIT
2342,108,READ,MISS
2343,106,WRITE,MISS
2344,106,READ,HIT
2345,108,READ,HIT
2346,106,READ,HIT
2347,215,WRITE,MISS
2348,79,READ,MISS
2349,77,READ,MISS
2350,75,WRITE,MISS
2351,75,WRITE,HIT
2352,77,WRITE,HIT
2353,78,WRITE,MISS
2354,79,READ,HIT
2355,79,READ,HIT
2356,77,WRITE,HIT
2357,76,WRITE,MISS
2358,183,WRITE,MISS
2359,98,READ,MISS
2360,128,WRITE,MISS
2361,76,READ,HIT
2362,75,READ,HIT
2363,76,READ,HIT
2364,75,READ,HIT
2365,75,WRITE,HIT
2366,76,WRITE,HIT
2367,122,READ,MISS
2368,123,WRITE,MISS
2369,125,WRITE,MISS
2370,126,WRITE,MISS
2371,242,WRITE,MISS
2372,241,READ,MISS
2373,239,WRITE,MISS
2374,238,READ,MISS
2375,240,READ,MISS
2376,232,READ,MISS
2377,232,READ,HIT
2378,70,WRITE,MISS
2379,245,WRITE,MISS
2380,244,READ,MISS
2381,242,READ,HIT
2382,240,WRITE,HIT
2383,238,READ,HIT
2384,157,WRITE,MISS
2385,159,WRITE,MISS
2386,160,READ,MISS
2387,158,WRITE,MISS
2388,160,READ,HIT
2389,162,READ,MISS
2390,163,READ,MISS
2391,163,READ,HIT
2392,162,READ,HIT
2393,164,WRITE,MISS
2394,164,WRITE,HIT
2395,89,READ,MISS
2396,87,READ,MISS
2397,89,WRITE,HIT
2398,90,READ,MISS
2399,88,WRITE,MISS
2400,119,READ,MISS
2401,120,WRITE,MISS
2402,120,WRITE,HIT
2403,119,READ,HIT
2404,118,READ,MISS
2405,57,WRITE,MISS
2406,59,READ,MISS
2407,59,WRITE,HIT
2408,58,WRITE,MISS
2409,58,READ,HIT
2410,56,WRITE,MISS
2411,59,WRITE,HIT
2412,57,WRITE,HIT
2413,56,WRITE,HIT
2414,55,READ,MISS
2415,56,READ,HIT
2416,54,WRITE,MISS
2417,56,WRITE,HIT
2418,54,READ,HIT
2419,25,WRITE,MISS
2420,23,WRITE,MISS
2421,21,READ,MISS
2422,23,READ,HIT
2423,22,WRITE,MISS
2424,20,READ,MISS
2425,20,WRITE,HIT
2426,82,WRITE,MISS
2427,108,WRITE,MISS
2428,106,WRITE,MISS
2429,105,READ,MISS
2430,105,WRITE,HIT
2431,105,WRITE,HIT
2432,104,READ,MISS
2433,105,WRITE,HIT
2434,218,READ,MISS
2435,220,READ,MISS
2436,218,WRITE,HIT
2437,220,READ,HIT
2438,58,WRITE,MISS
2439,56,READ,HIT
2440,35,READ,MISS
2441,35,READ,HIT
2442,36,READ,MISS
2443,224,WRITE,MISS
2444,226,READ,MISS
2445,89,WRITE,MISS
2446,87,READ,MISS
2447,86,WRITE,MISS
2448,87,WRITE,HIT
2449,87,READ,HIT
2450,183,READ,MISS
2451,182,READ,MISS
2452,180,READ,MISS
2453,180,WRITE,HIT
2454,178,WRITE,MISS
2455,177,WRITE,MISS
2456,175,READ,MISS
2457,174,READ,MISS
2458,176,WRITE,MISS
2459,176,WRITE,HIT
2460,178,READ,HIT
2461,180,WRITE,HIT
2462,179,READ,MISS
2463,179,WRITE,HIT
2464,179,READ,HIT
2465,50,WRITE,MISS
2466,49,READ,MISS
2467,51,READ,MISS
2468,51,WRITE,HIT
2469,49,WRITE,HIT
2470,50,WRITE,HIT
2471,244,WRITE,MISS
2472,85,READ,MISS
2473,83,READ,MISS
2474,201,READ,MISS
2475,199,WRITE,MISS
2476,201,WRITE,HIT
2477,199,READ,HIT
2478,198,READ,MISS
2479,196,READ,MISS
2480,197,READ,MISS
2481,196,READ,HIT
2482,198,WRITE,HIT
2483,200,READ,MISS
2484,198,WRITE,HIT
2485,199,WRITE,HIT
2486,201,WRITE,HIT
2487,198,WRITE,HIT
2488,155,WRITE,MISS
2489,157,WRITE,MISS
2490,200,WRITE,HIT
2491,115,WRITE,MISS
2492,252,READ,MISS
2493,203,READ,MISS
2494,202,WRITE,MISS
2495,204,WRITE,MISS
2496,205,READ,MISS
2497,203,READ,HIT
2498,13,WRITE,MISS
2499,13,READ,HIT
2500,14,WRITE,MISS
2501,16,WRITE,MISS
2502,15,READ,MISS
2503,15,WRITE,HIT
2504,14,READ,HIT
2505,14,READ,HIT
2506,14,WRITE,HIT
2507,13,WRITE,HIT
2508,15,READ,HIT
2509,17,WRITE,MISS
2510,18,WRITE,MISS
2511,184,WRITE,MISS
2512,185,WRITE,MISS
2513,183,READ,MISS
2514,183,READ,HIT
2515,78,WRITE,MISS
2516,67,WRITE,MISS
2517,149,READ,MISS
2518,149,WRITE,HIT
2519,207,WRITE,MISS
2520,27,WRITE,MISS
2521,27,WRITE,HIT
2522,28,READ,MISS
2523,27,READ,HIT
2524,12,READ,MISS
2525,14,WRITE,HIT
2526,13,WRITE,HIT
2527,11,WRITE,MISS
2528,82,WRITE,MISS
2529,80,WRITE,MISS
2530,80,READ,HIT
2531,78,WRITE,HIT
2532,213,WRITE,MISS
2533,211,READ,MISS
2534,212,WRITE,MISS
2535,210,WRITE,MISS
2536,209,READ,MISS
2537,208,WRITE,MISS
2538,207,READ,HIT
2539,140,READ,MISS
2540,142,WRITE,MISS
2541,141,READ,MISS
2542,143,WRITE,MISS
2543,145,WRITE,MISS
2544,143,READ,HIT
2545,145,READ,HIT
2546,144,READ,MISS
2547,146,READ,MISS
2548,163,READ,MISS
2549,163,READ,HIT
2550,155,READ,MISS
2551,231,WRITE,MISS
2552,13,WRITE,MISS
2553,11,READ,MISS
2554,11,WRITE,HIT
2555,10,WRITE,MISS
2556,12,WRITE,MISS
2557,13,READ,HIT
2558,213,WRITE,MISS
2559,213,READ,HIT
2560,213,WRITE,HIT
2561,212,WRITE,MISS
2562,213,READ,HIT
2563,212,READ,HIT
2564,13,READ,HIT
2565,187,READ,MISS
2566,188,WRITE,MISS
2567,189,READ,MISS
2568,188,WRITE,HIT
2569,190,WRITE,MISS
2570,189,WRITE,HIT
2571,189,READ,HIT
2572,187,READ,HIT
2573,87,READ,MISS
2574,88,WRITE,MISS
2575,233,READ,MISS
2576,96,READ,MISS
2577,94,WRITE,MISS
2578,96,WRITE,HIT
2579,98,READ,MISS
2580,96,READ,HIT
2581,58,WRITE,MISS
2582,239,READ,MISS
2583,240,READ,MISS
2584,238,WRITE,MISS
2585,236,READ,MISS
2586,234,WRITE,MISS
2587,149,READ,MISS
2588,151,WRITE,MISS
2589,149,WRITE,HIT
2590,149,WRITE,HIT
2591,147,WRITE,MISS
2592,190,READ,MISS
2593,175,READ,MISS
2594,133,WRITE,MISS
2595,131,READ,MISS
2596,203,WRITE,MISS
2597,130,READ,MISS
2598,131,WRITE,HIT
2599,132,READ,MISS
2600,132,READ,HIT
2601,133,WRITE,HIT
2602,134,READ,MISS
2603,136,READ,MISS
2604,138,READ,MISS
2605,97,READ,MISS
2606,98,WRITE,MISS
2607,252,READ,MISS
2608,253,READ,MISS
2609,82,WRITE,MISS
2610,81,WRITE,MISS
2611,52,READ,MISS
2612,53,READ,MISS
2613,51,READ,MISS
2614,52,READ,HIT
2615,30,WRITE,MISS
2616,28,WRITE,MISS
2617,28,READ,HIT
2618,27,WRITE,MISS
2619,27,WRITE,HIT
2620,26,READ,MISS
2621,27,WRITE,HIT
2622,25,WRITE,MISS
2623,23,READ,MISS
2624,24,READ,MISS
2625,22,READ,MISS
2626,20,WRITE,MISS
2627,102,WRITE,MISS
2628,97,WRITE,MISS
2629,97,WRITE,HIT
2630,96,READ,MISS
2631,97,READ,HIT
2632,99,READ,MISS
2633,99,READ,HIT
2634,97,READ,HIT
2635,128,WRITE,MISS
2636,126,READ,MISS
2637,127,READ,MISS
2638,128,WRITE,HIT
2639,128,READ,HIT
2640,126,WRITE,HIT
2641,124,READ,MISS
2642,124,READ,HIT
2643,123,READ,MISS
2644,123,READ,HIT
2645,172,READ,MISS
2646,174,WRITE,MISS
2647,174,READ,HIT
2648,173,WRITE,MISS
2649,173,READ,HIT
2650,175,WRITE,MISS
2651,173,READ,HIT
2652,174,READ,HIT
2653,174,READ,HIT
2654,173,READ,HIT
2655,173,WRITE,HIT
2656,175,READ,HIT
2657,177,WRITE,MISS
2658,177,READ,HIT
2659,179,READ,MISS
2660,179,READ,HIT
2661,180,WRITE,MISS
2662,178,READ,MISS
2663,56,WRITE,MISS
2664,55,READ,MISS
2665,54,READ,MISS
2666,55,WRITE,HIT
2667,57,READ,MISS
2668,103,WRITE,MISS
2669,101,WRITE,MISS
2670,33,READ,MISS
2671,33,READ,HIT
2672,24,READ,MISS
2673,178,READ,HIT
2674,177,READ,HIT
2675,175,READ,HIT
2676,177,READ,HIT
2677,177,READ,HIT
2678,175,WRITE,HIT
2679,173,READ,HIT
2680,173,WRITE,HIT
2681,172,READ,HIT
2682,174,READ,HIT
2683,176,READ,MISS
2684,174,WRITE,HIT
2685,173,WRITE,HIT
2686,175,READ,HIT
2687,224,WRITE,MISS
2688,224,WRITE,HIT
2689,226,READ,MISS
2690,183,WRITE,MISS
2691,39,WRITE,MISS
2692,38,READ,MISS
2693,39,WRITE,HIT
2694,246,READ,MISS
2695,124,WRITE,MISS
2696,126,WRITE,MISS
2697,125,READ,MISS
2698,125,WRITE,HIT
2699,126,WRITE,HIT
2700,124,READ,HIT
2701,126,WRITE,HIT
2702,124,WRITE,HIT
2703,125,WRITE,HIT
2704,167,WRITE,MISS
2705,168,WRITE,MISS
2706,170,WRITE,MISS
2707,169,WRITE,MISS
2708,185,WRITE,MISS
2709,183,WRITE,HIT
2710,183,READ,HIT
2711,182,READ,MISS
2712,183,READ,HIT
2713,184,READ,MISS
2714,182,WRITE,HIT
2715,182,WRITE,HIT
2716,182,WRITE,HIT
2717,181,READ,MISS
2718,179,READ,MISS
2719,181,READ,HIT
2720,179,WRITE,HIT
2721,180,READ,MISS
2722,178,WRITE,MISS
2723,177,READ,MISS
2724,177,READ,HIT
2725,253,READ,MISS
2726,140,READ,MISS
2727,138,READ,MISS
2728,103,READ,MISS
2729,103,READ,HIT
2730,102,READ,MISS
2731,104,WRITE,MISS
2732,106,READ,MISS
2733,84,WRITE,MISS
2734,84,WRITE,HIT
2735,85,WRITE,MISS
2736,84,WRITE,HIT
2737,82,READ,MISS
2738,83,WRITE,MISS
2739,81,READ,MISS
2740,81,WRITE,HIT
2741,83,WRITE,HIT
2742,83,WRITE,HIT
2743,81,WRITE,HIT
2744,177,READ,HIT
2745,175,WRITE,MISS
2746,174,WRITE,MISS
2747,174,READ,HIT
2748,27,WRITE,MISS
2749,28,READ,MISS
2750,27,WRITE,HIT
2751,27,WRITE,HIT
2752,226,READ,MISS
2753,225,WRITE,MISS
2754,227,WRITE,MISS
2755,229,WRITE,MISS
2756,231,WRITE,MISS
2757,112,WRITE,MISS
2758,167,READ,MISS
2759,165,WRITE,MISS
2760,167,READ,HIT
2761,168,READ,MISS
2762,166,WRITE,MISS
2763,164,READ,MISS
2764,164,READ,HIT
2765,163,WRITE,MISS
2766,162,WRITE,MISS
2767,164,READ,HIT
2768,166,WRITE,HIT
2769,167,WRITE,HIT
2770,168,WRITE,HIT
2771,166,WRITE,HIT
2772,165,READ,HIT
2773,48,WRITE,MISS
2774,50,READ,MISS
2775,49,READ,MISS
2776,50,WRITE,HIT
2777,49,WRITE,HIT
2778,49,WRITE,HIT
2779,228,WRITE,MISS
2780,227,WRITE,HIT
2781,229,READ,HIT
2782,229,READ,HIT
2783,229,READ,HIT
2784,230,READ,MISS
2785,230,READ,HIT
2786,229,WRITE,HIT
2787,184,READ,MISS
2788,186,READ,MISS
2789,20,READ,MISS
2790,18,WRITE,MISS
2791,19,READ,MISS
2792,21,READ,MISS
2793,22,WRITE,MISS
2794,20,WRITE,HIT
2795,20,READ,HIT
2796,19,WRITE,HIT
2797,20,WRITE,HIT
2798,20,WRITE,HIT
2799,22,READ,HIT
2800,23,READ,MISS
2801,22,WRITE,HIT
2802,22,WRITE,HIT
2803,124,WRITE,MISS
2804,221,WRITE,MISS
2805,221,WRITE,HIT
2806,90,READ,MISS
2807,91,WRITE,MISS
2808,89,WRITE,MISS
2809,87,READ,MISS
2810,88,READ,MISS
2811,86,WRITE,MISS
2812,84,READ,MISS
2813,84,READ,HIT
2814,84,WRITE,HIT
2815,47,WRITE,MISS
2816,47,READ,HIT
2817,112,READ,MISS
2818,61,READ,MISS
2819,60,READ,MISS
2820,39,WRITE,MISS
2821,40,READ,MISS
2822,42,READ,MISS
2823,44,READ,MISS
2824,45,WRITE,MISS
2825,43,WRITE,MISS
2826,45,WRITE,HIT
2827,142,WRITE,MISS
2828,28,WRITE,MISS
2829,30,READ,MISS
2830,29,WRITE,MISS
2831,28,WRITE,HIT
2832,29,READ,HIT
2833,142,READ,HIT
2834,143,WRITE,MISS
2835,145,READ,MISS
2836,147,WRITE,MISS
2837,89,READ,MISS
2838,89,READ,HIT
2839,90,READ,MISS
2840,88,WRITE,MISS
2841,86,READ,MISS
2842,86,READ,HIT
2843,84,WRITE,MISS
2844,85,WRITE,MISS
2845,32,READ,MISS
2846,34,WRITE,MISS
2847,59,READ,MISS
2848,59,READ,HIT
2849,61,WRITE,MISS
2850,60,WRITE,MISS
2851,58,READ,MISS
2852,36,READ,MISS
2853,38,READ,MISS
2854,184,WRITE,MISS
2855,182,WRITE,MISS
2856,184,READ,HIT
2857,87,WRITE,MISS
2858,87,READ,HIT
2859,237,READ,MISS
2860,236,READ,MISS
2861,234,WRITE,MISS
2862,233,WRITE,MISS
2863,19,READ,MISS
2864,123,READ,MISS
2865,124,READ,MISS
2866,124,READ,HIT
2867,123,WRITE,HIT
2868,122,WRITE,MISS
2869,124,WRITE,HIT
2870,122,WRITE,HIT
2871,192,WRITE,MISS
2872,192,WRITE,HIT
2873,193,READ,MISS
2874,191,READ,MISS
2875,193,READ,HIT
2876,71,WRITE,MISS
2877,71,READ,HIT
2878,73,WRITE,MISS
2879,71,READ,HIT
2880,73,WRITE,HIT
2881,45,READ,MISS
2882,20,READ,MISS
2883,1,READ,MISS
2884,96,WRITE,MISS
2885,197,READ,MISS
2886,196,READ,MISS
2887,196,READ,HIT
2888,195,WRITE,MISS
2889,195,WRITE,HIT
2890,196,READ,HIT
2891,196,WRITE,HIT
2892,196,WRITE,HIT
2893,195,WRITE,HIT
2894,195,WRITE,HIT
2895,194,WRITE,MISS
2896,194,READ,HIT
2897,192,READ,HIT
2898,192,READ,HIT
2899,194,WRITE,HIT
2900,195,WRITE,HIT
2901,150,READ,MISS
2902,152,READ,MISS
2903,154,READ,MISS
2904,193,WRITE,HIT
2905,192,READ,HIT
2906,191,READ,HIT
2907,189,READ,MISS
2908,189,WRITE,HIT
2909,190,WRITE,MISS
2910,188,WRITE,MISS
2911,33,WRITE,MISS
2912,205,READ,MISS
2913,204,WRITE,MISS
2914,189,WRITE,HIT
2915,231,WRITE,MISS
2916,231,READ,HIT
2917,229,WRITE,MISS
2918,231,WRITE,HIT
2919,230,READ,MISS
2920,229,READ,HIT
2921,111,READ,MISS
2922,151,READ,MISS
2923,149,READ,MISS
2924,148,WRITE,MISS
2925,147,READ,MISS
2926,68,WRITE,MISS
2927,133,READ,MISS
2928,131,WRITE,MISS
2929,130,WRITE,MISS
2930,132,WRITE,MISS
2931,130,WRITE,HIT
2932,129,READ,MISS
2933,127,READ,MISS
2934,128,WRITE,MISS
2935,130,WRITE,HIT
2936,132,READ,HIT
2937,131,WRITE,HIT
2938,10,WRITE,MISS
2939,10,WRITE,HIT
2940,8,WRITE,MISS
2941,76,WRITE,MISS
2942,77,READ,MISS
2943,78,READ,MISS
2944,214,READ,MISS
2945,214,READ,HIT
2946,215,WRITE,MISS
2947,217,READ,MISS
2948,219,READ,MISS
2949,220,WRITE,MISS
2950,218,READ,MISS
2951,217,READ,HIT
2952,216,WRITE,MISS
2953,215,WRITE,HIT
2954,216,READ,HIT
2955,214,WRITE,HIT
2956,213,READ,MISS
2957,70,WRITE,MISS
2958,68,WRITE,MISS
2959,69,READ,MISS
2960,68,READ,HIT
2961,67,READ,MISS
2962,69,READ,HIT
2963,71,WRITE,MISS
2964,72,READ,MISS
2965,70,READ,HIT
2966,69,WRITE,HIT
2967,67,READ,HIT
2968,65,READ,MISS
2969,66,WRITE,MISS
2970,67,WRITE,HIT
2971,65,READ,HIT
2972,67,WRITE,HIT
2973,66,WRITE,HIT
2974,68,WRITE,HIT
2975,68,WRITE,HIT
2976,66,WRITE,HIT
2977,65,WRITE,HIT
2978,67,READ,HIT
2979,204,WRITE,MISS
2980,204,WRITE,HIT
2981,165,WRITE,MISS
2982,164,READ,MISS
2983,164,WRITE,HIT
2984,163,WRITE,MISS
2985,165,WRITE,HIT
2986,166,WRITE,MISS
2987,217,READ,MISS
2988,217,READ,HIT
2989,197,READ,MISS
2990,50,READ,MISS
2991,48,READ,MISS
2992,47,WRITE,MISS
2993,46,WRITE,MISS
2994,88,WRITE,MISS
2995,89,READ,MISS
2996,90,READ,MISS
2997,89,WRITE,HIT
2998,89,READ,HIT
2999,113,WRITE,MISS
3000,83,WRITE,MISS
3001,81,WRITE,MISS
3002,82,WRITE,MISS
3003,80,READ,MISS
3004,81,WRITE,HIT
3005,80,WRITE,HIT
3006,78,READ,MISS
3007,80,WRITE,HIT
3008,82,READ,HIT
3009,82,WRITE,HIT
3010,80,READ,HIT
3011,81,WRITE,HIT
3012,81,READ,HIT
3013,117,READ,MISS
3014,115,WRITE,MISS
3015,117,WRITE,HIT
3016,92,READ,MISS
3017,49,READ,MISS
3018,48,WRITE,HIT
3019,49,WRITE,HIT
3020,44,READ,MISS
3021,45,WRITE,MISS
3022,43,WRITE,MISS
3023,41,READ,MISS
3024,42,WRITE,MISS
3025,85,READ,MISS
3026,86,READ,MISS
3027,63,READ,MISS
3028,61,READ,MISS
3029,61,READ,HIT
3030,59,READ,MISS
3031,61,WRITE,HIT
3032,60,READ,MISS
3033,60,READ,HIT
3034,60,WRITE,HIT
3035,62,READ,MISS
3036,11,READ,MISS
3037,10,READ,MISS
3038,10,WRITE,HIT
3039,9,READ,MISS
3040,11,READ,HIT
3041,11,READ,HIT
3042,11,WRITE,HIT
3043,12,READ,MISS
3044,13,WRITE,MISS
3045,189,READ,MISS
3046,188,WRITE,MISS
3047,189,READ,HIT
3048,88,READ,MISS
3049,90,READ,MISS
3050,40,WRITE,MISS
3051,15,READ,MISS
3052,16,WRITE,MISS
3053,55,WRITE,MISS
3054,56,WRITE,MISS
3055,59,READ,MISS
3056,60,READ,MISS
3057,20,READ,MISS
3058,21,READ,MISS
3059,23,WRITE,MISS
3060,23,WRITE,HIT
3061,22,WRITE,MISS
3062,22,READ,HIT
3063,21,READ,HIT
3064,23,WRITE,HIT
3065,24,WRITE,MISS
3066,22,READ,HIT
3067,20,WRITE,HIT
3068,21,READ,HIT
3069,113,READ,MISS
3070,112,WRITE,MISS
3071,156,READ,MISS
3072,157,READ,MISS
3073,159,READ,MISS
3074,160,WRITE,MISS
3075,158,READ,MISS
3076,156,WRITE,HIT
3077,46,WRITE,MISS
3078,46,READ,HIT
3079,47,READ,MISS
3080,47,READ,HIT
3081,48,READ,MISS
3082,50,READ,MISS
3083,48,WRITE,HIT
3084,46,WRITE,HIT
3085,48,READ,HIT
3086,48,WRITE,HIT
3087,46,WRITE,HIT
3088,46,WRITE,HIT
3089,139,READ,MISS
3090,137,WRITE,MISS
3091,139,WRITE,HIT
3092,138,READ,MISS
3093,39,READ,MISS
3094,39,READ,HIT
3095,39,READ,HIT
3096,41,READ,MISS
3097,117,READ,MISS
3098,115,WRITE,MISS
3099,114,READ,MISS
3100,114,WRITE,HIT
3101,131,WRITE,MISS
3102,130,READ,MISS
3103,131,READ,HIT
3104,129,READ,MISS
3105,129,READ,HIT
3106,128,WRITE,MISS
3107,130,WRITE,HIT
3108,131,READ,HIT
3109,129,WRITE,HIT
3110,128,WRITE,HIT
3111,130,WRITE,HIT
3112,129,READ,HIT
3113,191,READ,MISS
3114,192,READ,MISS
3115,247,WRITE,MISS
3116,249,READ,MISS
3117,247,WRITE,HIT
3118,249,WRITE,HIT
3119,247,READ,HIT
3120,245,WRITE,MISS
3121,244,READ,MISS
3122,245,WRITE,HIT
3123,245,READ,HIT
3124,247,READ,HIT
3125,247,READ,HIT
3126,246,READ,MISS
3127,246,WRITE,HIT
3128,82,READ,MISS
3129,162,READ,MISS
3130,108,WRITE,MISS
3131,107,READ,MISS
3132,108,WRITE,HIT
3133,110,READ,MISS
3134,22,WRITE,MISS
3135,24,WRITE,MISS
3136,25,WRITE,MISS
3137,24,READ,HIT
3138,73,READ,MISS
3139,71,WRITE,MISS
3140,71,READ,HIT
3141,71,READ,HIT
3142,72,READ,MISS
3143,73,WRITE,HIT
3144,75,READ,MISS
3145,126,WRITE,MISS
3146,191,WRITE,MISS
3147,71,READ,HIT
3148,71,WRITE,HIT
3149,72,WRITE,HIT
3150,73,READ,HIT
3151,72,WRITE,HIT
3152,70,WRITE,MISS
3153,71,READ,HIT
3154,115,WRITE,MISS
3155,113,WRITE,MISS
3156,115,WRITE,HIT
3157,114,WRITE,MISS
3158,114,READ,HIT
3159,69,READ,MISS
3160,129,READ,MISS
3161,130,READ,MISS
3162,128,WRITE,MISS
3163,127,WRITE,MISS
3164,126,READ,HIT
3165,99,READ,MISS
3166,53,WRITE,MISS
3167,52,WRITE,MISS
3168,10,WRITE,MISS
3169,8,WRITE,MISS
3170,6,WRITE,MISS
3171,8,READ,HIT
3172,7,WRITE,MISS
3173,5,READ,MISS
3174,6,READ,HIT
3175,6,READ,HIT
3176,127,WRITE,HIT
3177,129,READ,HIT
3178,129,READ,HIT
3179,129,WRITE,HIT
3180,129,READ,HIT
3181,129,READ,HIT
3182,127,READ,HIT
3183,129,WRITE,HIT
3184,128,READ,HIT
3185,128,READ,HIT
3186,127,READ,HIT
3187,126,READ,HIT
3188,125,WRITE,MISS
3189,18,READ,MISS
3190,17,WRITE,MISS
3191,17,WRITE,HIT
3192,19,READ,MISS
3193,19,READ,HIT
3194,21,READ,MISS
3195,22,READ,MISS
3196,21,READ,HIT
3197,20,READ,MISS
3198,21,WRITE,HIT
3199,22,WRITE,HIT
3200,33,WRITE,MISS
3201,33,READ,HIT
3202,62,READ,MISS
3203,60,READ,MISS
3204,59,WRITE,MISS
3205,58,WRITE,MISS
3206,55,WRITE,MISS
3207,228,WRITE,MISS
3208,230,WRITE,MISS
3209,228,READ,HIT
3210,139,READ,MISS
3211,138,WRITE,MISS
3212,137,WRITE,MISS
3213,136,READ,MISS
3214,135,WRITE,MISS
3215,134,READ,MISS
3216,132,WRITE,MISS
3217,132,WRITE,HIT
3218,82,WRITE,MISS
3219,84,WRITE,MISS
3220,85,READ,MISS
3221,85,READ,HIT
3222,86,READ,MISS
3223,86,WRITE,HIT
3224,34,WRITE,MISS
3225,35,WRITE,MISS
3226,37,READ,MISS
3227,39,READ,MISS
3228,39,WRITE,HIT
3229,39,WRITE,HIT
3230,38,READ,MISS
3231,37,READ,HIT
3232,38,WRITE,HIT
3233,230,WRITE,MISS
3234,16,WRITE,MISS
3235,18,READ,MISS
3236,18,READ,HIT
3237,19,WRITE,MISS
3238,199,WRITE,MISS
3239,198,READ,MISS
3240,197,WRITE,MISS
3241,196,READ,MISS
3242,197,WRITE,HIT
3243,133,WRITE,MISS
3244,0,WRITE,MISS
3245,0,READ,HIT
3246,2,READ,MISS
3247,4,READ,MISS
3248,3,READ,MISS
3249,3,WRITE,HIT
3250,161,WRITE,MISS
3251,159,READ,MISS
3252,159,WRITE,HIT
3253,158,READ,MISS
3254,82,READ,MISS
3255,80,WRITE,MISS
3256,80,WRITE,HIT
3257,169,READ,MISS
3258,168,WRITE,MISS
3259,169,WRITE,HIT
3260,171,WRITE,MISS
3261,30,WRITE,MISS
3262,31,READ,MISS
3263,138,READ,MISS
3264,138,WRITE,HIT
3265,139,WRITE,MISS
3266,139,WRITE,HIT
3267,137,WRITE,MISS
3268,138,WRITE,HIT
3269,139,WRITE,HIT
3270,138,WRITE,HIT
3271,139,WRITE,HIT
3272,139,READ,HIT
3273,138,READ,HIT
3274,250,WRITE,MISS
3275,250,READ,HIT
3276,239,WRITE,MISS
3277,238,WRITE,MISS
3278,238,READ,HIT
3279,228,READ,MISS
3280,226,READ,MISS
3281,143,READ,MISS
3282,145,WRITE,MISS
3283,171,WRITE,HIT
3284,172,WRITE,MISS
3285,173,WRITE,MISS
3286,172,WRITE,HIT
3287,173,READ,HIT
3288,173,READ,HIT
3289,171,WRITE,HIT
3290,172,READ,HIT
3291,171,WRITE,HIT
3292,172,WRITE,HIT
3293,188,READ,MISS
3294,188,READ,HIT
3295,188,READ,HIT
3296,186,WRITE,MISS
3297,185,READ,MISS
3298,187,READ,MISS
3299,187,READ,HIT
3300,185,READ,HIT
3301,35,READ,MISS
3302,33,READ,MISS
3303,34,WRITE,MISS
3304,32,READ,MISS
